tweet_id,label
'955408788550569985',0
'106874215952691200',1
'276683556288335873',1
'241905404878131200',1
'356421574598991872',1
'953466731162456066',0
'295890375971844096',1
'352436047331856385',1
'362061312584450050',0
'953975446286282752',0
'954444344190210048',0
'953785985451610112',1
'951212555225174018',1
'343492298325241857',1
'373750880362692608',1
'955404887432552448',0
'953974358757830656',0
'317969010773872641',0
'953972003425476608',1
'345924643170967553',1
'955892088889102336',0
'346082702421815297',1
'194553348307951616',0
'955873765291888640',0
'955460551819358208',0
'313638517337112576',1
'943242494837444610',0
'955894134274916352',0
'346597380885463040',1
'954048436034142208',0
'954859768551739393',0
'329292595928891393',1
'241821749593907200',0
'214843962802978817',1
'349287301064556544',1
'953866742245228544',0
'953923232209489920',0
'376390899913084928',0
'169374354692517888',1
'270324206246428672',1
'956102119899238401',1
'943515260656418816',0
'373945826324013057',1
'953930008233463808',1
'230386836911046658',0
'955824952028073985',0
'955919280297701378',0
'256869153623928833',1
'955582689645613056',0
'274237794874949632',1
'953983752811765761',0
'170574948014891008',1
'955916561675640834',0
'955875586391576577',0
'272198532860100608',1
'953974481340502016',0
'186712692252344321',1
'308256559530647552',1
'946583174603304960',0
'305254980066095104',1
'308139298539065345',1
'955618570796519424',1
'953940630778056704',0
'950457950660947968',0
'182132386371346434',1
'953984740712951808',1
'953852458685681664',0
'213706238586929152',1
'374186440894078977',1
'953972115413323777',0
'256860639266492416',1
'953627483756220416',1
'951499910012133378',0
'253156542726172674',1
'362500241280339969',1
'954775075957432320',1
'334771345160290306',1
'955584177461694469',0
'349990031429074944',0
'199488945279610880',1
'952969518187532288',1
'955408322978496512',0
'948438820130828288',1
'352829362875285504',1
'955406486410334209',0
'275714033347330048',0
'302479958884904960',0
'952551149130997763',0
'194038060231561216',1
'955528220132216832',0
'360774924559843328',1
'336561903834894336',1
'947343054628732929',0
'955892951208615936',0
'272272046241755136',1
'232130854833491969',1
'219045919868456960',1
'953957642950516736',0
'953967208408997888',0
'954679230851354629',0
'955923882346721282',1
'271932121650700289',1
'955878700322623490',0
'953275704044646406',1
'953988882906959872',1
'336206622496026625',1
'955411272664829952',0
'954534732791939072',0
'369830149359144960',0
'950201448347983873',0
'949034618765881344',0
'352006187568480258',1
'342767911775109120',0
'955933781034242048',0
'952586548855410691',0
'374167060156522496',1
'953325664907812865',0
'953984506121392129',1
'953792450862174208',0
'279877813845229569',0
'214563646100094976',0
'276056313803456513',1
'339452294888312832',1
'955880425959886848',1
'335367128427425793',1
'373406771899293697',0
'219814472087384065',1
'239704543556931584',1
'951161596314836992',0
'352118684061413377',1
'208856178896273408',0
'953973520584847360',0
'953975623478849536',0
'349985506752339969',1
'953571228744323072',0
'319585962776748032',1
'955166700152020992',1
'951404806207426560',0
'315206260788174848',1
'950336065063280641',0
'309102384519475201',1
'282513859317751809',1
'305863700848472065',1
'301454669056729088',1
'373155700030963713',1
'213392638961922048',0
'358079915226185728',0
'214619176390758401',0
'953860452206997505',0
'249652596531400704',1
'357597892237725696',1
'943793666845536256',1
'950859778728824832',0
'259708244866527232',1
'953974623191949317',0
'945815936250073088',0
'955918070329106433',1
'956104287435735040',0
'953685918598225920',1
'375541497187164160',0
'217930292873277441',1
'956052375210520577',0
'298475175366758400',0
'948601324932861953',1
'949662465343844352',0
'955420357233590273',0
'314923603357495296',1
'955571422021251073',1
'277175836728254464',1
'352498733365202944',1
'953794068148113414',0
'376207047341002752',1
'213487945284464640',1
'955417100209795073',0
'376675174479044608',0
'370172883496361984',0
'215769502091186179',1
'337507558384345088',1
'953807906289446912',0
'953741222149087233',0
'956038214720028673',0
'953937613664215041',0
'955879171695181824',0
'241659997078052865',1
'953185160484270081',0
'955762024646049792',0
'294119158164111362',1
'217744777775558656',1
'951525958388985856',0
'219154007925596160',1
'212529879080632320',1
'338275166415118337',1
'948463950659596288',1
'951960001471504385',0
'377130500751900672',1
'214811661066973185',1
'166137369387470848',1
'207676901211373569',1
'955480214288691201',0
'266486257151000576',1
'953982784191848448',0
'337311977330315264',1
'217331545277607937',0
'319582432569466880',1
'955059397784371200',1
'292086267221516288',1
'272263903235424256',0
'953971013578092544',0
'955928335443550208',0
'955540165547757568',0
'955391544210657280',0
'284949309747757057',1
'955350008378818560',0
'371075798137991168',0
'343858423059849216',1
'956015562571829250',0
'948010312539758592',0
'954681019373932544',1
'954909075447435264',0
'955834354827186176',1
'161069518809079808',1
'953886276746469376',0
'231230350263726081',0
'218304837354389504',1
'217347013736538114',1
'955871188294742022',1
'360692413381087232',1
'305801720351567873',1
'357091016790122496',0
'946504593688711168',0
'281159743526031360',1
'954949488359170048',0
'303816991494516737',1
'955329768198672384',0
'213928778030784512',1
'955407664422453249',0
'336082002539331584',1
'227800612287426560',1
'953988254537273344',0
'954351771626934274',0
'271949639937323009',1
'328619794054135808',1
'208857839916154881',1
'955916929717370881',0
'955406287407337472',0
'956032496474390528',0
'335490119517736961',0
'274322824104136704',1
'955905291312422913',0
'953946719313715200',0
'953389824668553223',0
'955876388741042177',0
'953690507535962112',0
'955772694074621958',0
'952236139674587139',0
'318070172873273345',1
'953748182336491520',1
'954697251124850689',0
'956097279198457856',0
'954005088519049216',0
'359665492404875264',1
'955355468184072193',0
'364491297014710272',1
'181845916284764162',1
'953362996490919936',1
'272238594930921472',0
'953923108641169408',0
'236797411387899905',0
'954530909398687744',0
'953691347151593472',0
'955404625137500160',0
'272276317448310785',1
'298809836198588416',1
'950807656876445697',0
'277246619030802432',0
'952582798229016576',0
'364895377658347523',0
'224242009848815616',1
'955879737800515587',0
'176009211916992512',1
'954615964062113792',0
'350037530625847296',1
'953964316251836416',0
'953970489810149376',0
'350005591705526274',1
'334638506565591040',1
'955968514002579456',1
'955930915376640001',0
'953910716674838528',1
'953970536807387136',0
'953592707770994688',0
'952883016984129542',1
'944984204399513601',0
'953754422751973378',0
'171889314379206657',1
'954713822849155074',0
'316250772276912128',1
'105039419823763457',1
'951799813057732608',0
'955896007790878721',0
'954441306964680704',0
'334556026571460608',1
'955814031415218186',0
'955877737734049794',1
'241584900845760513',0
'953984089949982721',0
'955427609416028160',0
'953310993232297984',0
'955798877407514629',0
'950708775714947077',0
'208923970173550592',1
'239001140119867392',1
'952460582254448640',0
'956097260907061248',0
'955507883524976640',0
'359981766624280576',1
'955774742895710208',0
'227741355747733504',1
'363035175757684737',1
'345965427865812992',1
'955424607670013952',0
'955891312238227459',0
'954875694365990913',1
'940884094677913600',0
'347421650645553154',1
'350583107226841089',1
'201395368792035329',0
'953778974664118273',0
'952453960975175680',0
'351329762771353601',1
'955894350084476928',1
'955441037010522113',0
'177097446881636353',1
'953871285662240768',0
'367425426169155585',1
'955895209187045383',0
'953879041181999104',0
'335882949696290816',1
'955406287407337472',0
'955739078397517824',0
'953979753505148929',0
'313006417441337344',1
'954053976139366400',1
'953997820687736833',1
'954442221226528769',1
'352189631455965184',1
'352517121646927872',1
'953332829118697473',0
'188701955445628929',1
'953996994141409280',1
'955702458055094273',0
'319602682790805504',1
'349799018248945665',1
'276403355130142721',1
'345962433766096896',1
'230819283305897984',1
'214102389525979139',1
'303813169867005952',1
'954890209296084993',1
'954583266673250304',0
'953776698507571200',0
'283301079263870976',1
'955875058630701057',0
'945239547935449089',1
'953996004667396097',0
'299997575614963712',1
'320863233344950272',1
'953973341030879232',0
'287872772166795264',1
'367632581917147136',0
'208894686973276160',1
'206107693679771649',1
'313877618518806528',1
'195899929481322496',0
'955363163083628545',0
'954866365709672450',0
'953972422608375812',1
'953995575686586368',0
'953971551090638848',0
'360146883747905538',1
'313633195214114816',1
'221112919813926912',1
'956082690402463744',0
'953847358386733056',0
'955412933084925957',0
'955406222458572804',0
'363333333561769984',1
'955894544532320256',0
'217108134722940928',1
'304219182248116224',1
'220672894454333440',0
'953740118359248896',0
'296905154446376960',1
'233603666253336577',1
'951561358000128000',1
'164255715807076352',1
'941100322864484352',1
'356957478128340992',1
'954382195803738117',0
'206977687242293248',1
'222755065805549568',1
'223106296935759872',0
'948828907809239040',0
'350876639749611520',1
'320318778518937600',1
'319697081038163969',1
'313267501440061441',1
'258256609753583616',1
'950641432586416128',0
'301365315219095552',1
'353644077151027200',1
'350035838345805824',1
'938864860644900865',0
'200701016138715136',1
'353644077151027200',1
'955894343545565184',1
'367352583922262016',0
'356761706472538114',0
'954874966587199488',1
'347458309265170433',1
'275302570673729536',0
'305278079364919296',1
'299998211333029888',1
'952260486841733121',1
'956052246084706304',0
'220537912415105025',1
'370156063020318720',1
'335831087093792768',1
'955930438358446080',0
'240271888855748608',1
'295304968427171840',1
'324220170522488832',0
'258906059756937218',1
'318421885513789441',0
'954320031579439105',0
'353542757295472642',1
'259872417575493632',1
'953985893077082112',0
'385511478780252160',1
'952026549351538688',0
'955166197632380928',0
'950312925465636867',0
'306128950181126145',1
'333175318363910144',1
'955405606315229184',0
'160521195769442304',1
'952850345771917312',0
'955827619337068544',1
'312937925916626945',1
'344579843477868544',1
'951864779236311040',0
'361558125150601220',1
'324531796773580800',1
'232252436067274752',1
'951748527927029760',0
'256733527310217218',1
'948366375361314816',0
'275733952994607104',1
'342793957698314242',1
'952187790954971136',1
'953891653739261952',0
'324224337181818880',1
'348650740908187648',1
'955907097438416896',0
'951167463550607360',1
'955937868916121603',0
'953875915188199424',0
'955904506117672960',1
'955900413907210241',0
'955884483277881344',0
'331367360051175424',1
'296886020526456832',1
'953974263438036994',1
'955919600172052481',0
'327367905064939520',1
'208851448837058560',1
'274976190396252160',1
'365080921738711041',1
'289129674599174146',0
'199201812958560256',1
'954916450929709056',0
'953917601247383553',0
'304238984513609729',1
'953979825944920064',0
'953577840439648257',0
'239460064149262336',1
'327405807945805824',1
'952991629434130434',0
'188902171331395585',1
'370605785275179008',1
'953967703101988864',0
'192023006254612481',0
'953991270065672193',1
'323733878739189760',1
'276093999805239296',1
'360076599477022721',1
'214102188350382082',1
'359420777176637440',0
'298539209319391234',1
'278822237333778432',1
'943990303173873665',0
'336530237770854400',1
'316720110528253953',1
'955407453495074817',0
'358081042747367426',0
'299436024239640577',1
'953344387903295488',0
'364700762216992769',0
'953208237452550144',0
'322536402875215873',1
'360687800263249921',1
'187858424145526784',1
'954435072513454082',1
'352134015769264129',1
'203943151432503296',1
'350169886590377984',1
'227824253754548225',1
'953998195587207168',0
'953796663575044096',0
'955934213005553664',0
'276039582900957184',1
'953951193507778560',0
'230817445982642176',0
'955197322996174848',1
'305821514861797377',1
'370452363556823040',1
'346538652173758464',1
'259914626031034368',1
'259966183091077120',1
'248047399283601408',1
'955579735551209474',0
'954389158436458497',0
'953975923027607554',0
'955685852256063488',0
'955406486410334209',0
'350006424593637376',1
'953950131388403713',0
'952535405898948608',0
'322294190363000832',1
'954953728821428226',1
'325209202731646976',1
'952595916724359168',0
'953930217780924416',1
'254304970696978432',1
'953986635783340032',0
'952508153228349440',0
'373498398759862272',1
'953432390030053377',0
'340066498431295489',0
'335817639127572480',1
'953995259863846912',0
'953735825040314368',0
'953749764805337089',0
'951004790393376768',0
'955470058049949696',0
'955913012153602048',0
'291335449618837504',1
'272851466144849920',0
'953536519565926401',1
'355667611452841984',0
'343700164722188289',0
'300281636707250176',1
'268794233224306688',1
'955411328059039745',0
'955605494810513409',0
'953895086311567361',0
'227067350933991426',1
'370874444551839744',0
'248554105390374912',1
'955086940025573377',0
'292014593285427200',1
'953947803801223169',0
'254283650303160320',1
'216652820613574657',1
'208855689882386432',0
'955406760902365185',0
'953992714936176640',0
'332592324913803265',1
'365887707441930241',0
'222064075566358529',1
'362440283830501377',0
'955878966484787200',0
'956064386308820992',0
'955912407846653952',0
'376795914264141824',0
'341165941079560192',1
'339454254467125249',1
'954109089604427778',0
'954020649382670336',0
'350014371407216640',1
'218557521353383936',0
'955569197869879296',0
'956105086538797056',0
'956073289033674752',1
'955215128550572039',0
'353275234486456320',1
'353644077151027200',1
'358076762602741760',0
'953344085024215041',1
'360437665398652929',1
'328842237310013440',1
'346197614443757569',1
'955831913553461250',0
'229282583790383105',1
'238486018972602368',1
'955406906767675395',0
'349991154533670912',1
'369838837213564928',1
'953384807307890698',1
'953671296264671232',0
'365087811092754432',1
'358939115095461891',1
'954496486812848134',1
'324196481336758273',1
'373547861281353728',0
'356901649815568386',1
'955897638997581824',0
'368085933519675392',1
'243091188159225856',1
'191235094554484736',1
'953406458732924930',0
'953973006468026369',1
'953997913331585024',0
'956031582032318464',1
'952906763287883776',0
'299436024239640577',1
'951573338358534144',0
'353171559495630848',1
'249915808929681408',0
'955905590206791680',1
'272776494932168704',1
'953985482660220928',0
'955925817653104644',0
'232553931937570816',1
'351951431986724865',1
'955361895053168640',0
'218821410510995456',0
'952137881522528256',0
'955403256024436736',0
'254656332370681856',1
'250682936779743232',1
'320259743597879298',1
'374446458122293248',1
'267272615599677442',0
'339739427247099906',1
'952851232225447937',0
'370199493729607680',1
'220124866689511424',1
'950482453843599361',0
'276470992287694848',1
'953978384786362368',0
'953970040298143744',0
'952506644461649921',1
'948652976767422465',0
'953752557557444608',0
'955877626614251521',0
'369556447803084800',0
'203586542667706368',1
'272070881696690176',1
'371329425700573185',0
'953915572290576384',0
'276388230901932032',1
'344167675024515072',0
'326871460817797121',1
'953752184881115137',0
'955935736804540421',0
'955368708981100547',1
'323488215690534912',1
'953923581850898432',0
'955928306112745473',0
'955895940883406849',0
'319952537912496128',0
'214837395042996226',1
'955399782700371968',0
'955413291450425344',0
'955906322884714497',1
'954978416184512512',0
'953713557987831813',1
'954979386406637568',0
'233298163014983680',1
'954013189901115392',0
'954439489874612224',0
'208854490743443458',0
'209782933546991616',0
'327016400113790976',1
'954289898709663744',0
'180705873436483584',0
'207557553469669376',1
'953919675594919936',0
'953975531304816640',0
'953970739220185088',0
'955771343336820736',0
'955171892050190336',0
'955551041487081477',0
'318431109220286464',1
'276060392407564288',0
'939063980945018880',0
'374595110891454464',1
'352499275764215810',1
'373750143532924928',1
'955924785971810305',0
'955358787711520768',1
'369627856407506944',1
'948793972780097536',0
'953978814450864130',0
'955896600697729026',0
'955895223976124416',0
'376273048410017792',0
'217151238213607424',1
'311300571590193152',1
'955916199262670848',0
'344523344625946624',1
'953969286451744770',0
'208838578283876354',1
'953972740121415680',0
'289324974777450497',1
'371081210732101632',0
'218085134786760704',0
'955882105094975488',0
'955907370613379072',0
'207556998059925506',1
'953950758231314432',0
'225201723831107587',1
'341803301957943297',1
'955349373977808896',0
'301471664611405824',1
'200657761523085313',1
'955890330720768001',0
'953709185937690627',0
'352486641492963330',1
'222660661057028098',1
'956014147279491078',0
'189428871374974976',1
'286280084615221248',1
'341511897029431299',1
'316641275505958912',1
'203491693876625408',1
'955891877030621185',0
'364532013056786432',1
'206794588231450625',1
'217690077474734080',1
'953981089537654785',0
'953970344569851906',1
'374320237144862720',1
'352511629625278465',1
'953954348761051136',0
'227584182082232321',1
'955169701998587904',0
'307175487648714752',1
'955890127439564801',1
'953597633490247682',0
'337358442173968386',1
'367345605363761152',0
'342986961662906368',1
'333816517743480832',1
'352503700834615297',1
'296712761768026112',1
'954003780462432256',0
'948749707521744897',1
'352520850265747458',1
'955844935332384768',0
'211095200288866306',0
'296267384442986496',0
'353627057072246784',1
'230069363984703489',1
'953995882269208576',1
'335346657166229505',0
'329733725883621376',1
'955887429864640513',0
'351138887176957957',1
'367385071252422656',0
'949313710077759493',0
'955187972726513664',0
'953978876459438080',0
'953960523527348229',0
'208887830531936256',0
'283532503191527424',1
'205997723793629184',1
'217246367167418369',1
'953766506407571457',0
'241901580507545600',1
'345966030222417920',1
'307794490960265216',1
'955529260508368896',0
'249599094882967553',1
'955874938354888704',0
'949650777643126784',0
'237568574875639809',1
'953576633167990784',0
'955410648816594944',0
'955878415529398272',0
'954751270367256576',0
'955090957489319936',0
'951918117038501888',0
'955785100922425345',0
'352865194579472384',1
'955447543319625731',0
'337093784108142592',1
'955379559968501761',0
'955409031644016641',0
'955892896489652224',0
'356023530917335042',1
'358078399534731265',0
'266245463282446337',1
'360394993053089794',1
'350742420855595011',1
'288009585829220352',1
'953975021764055040',0
'953995240456753153',0
'199489194152824832',1
'952953946347376640',0
'955394357649182720',0
'352464951752921090',1
'360858987098423297',1
'954977719934169088',0
'954126257482059777',0
'955911586169933825',0
'954691165709840384',1
'277116705115893760',1
'950381591272050689',0
'350455305181736961',1
'349991206069080064',1
'953165819365806080',0
'953997213918691329',0
'303577780589842432',1
'106902717649272832',1
'299996858200252416',0
'283005071913005057',1
'205339153414631424',1
'291329176873598976',1
'952891913937436674',0
'362630243590209537',1
'955589666513866753',0
'249580865947045889',1
'227590169363103744',1
'955485665784942592',0
'954878798423642112',0
'219561230975766529',1
'312602140600324097',1
'953969865332854784',1
'952145992731758592',1
'259268294748553217',1
'217840968630673409',1
'359072455068893184',0
'950848086934515714',0
'955905238543806464',1
'954515642845102081',0
'953911695679909888',0
'953985020854722560',1
'954856592507326464',0
'954747430385475585',0
'370208274756665344',0
'294988457229570049',1
'955410697302827009',0
'955547104147116037',1
'362673055199277057',1
'953744811588308997',0
'954532161142558720',0
'955889631479857152',0
'277144685741481984',1
'217685782222209024',1
'953778154606333952',0
'955409315967524871',0
'955894336847261696',0
'335400843685806082',1
'955408059412643840',0
'955425424397492224',0
'344223811241123840',1
'953981574516703235',0
'337110301491216384',1
'372002132343263232',1
'951800910681911296',0
'332513374225170433',1
'953998073776234503',0
'956008170274607111',1
'949696983446556672',0
'291354566975434752',1
'952818014432518145',0
'208839941608837121',0
'952246280591499264',1
'270513157708070915',1
'245809066193076224',1
'358736976502996994',1
'153572305069551617',1
'324020684223283200',1
'358683351265198081',1
'955408410262102016',0
'268146424464683008',0
'362431664120532992',1
'174527272714375169',1
'349997662101188609',1
'952551304970362886',0
'947830097460985856',0
'955877556485591041',0
'948493816897654785',0
'953573312310992897',1
'350975392527548418',1
'952246979152793601',0
'949311102080442368',0
'955401578701377536',0
'359674729537343488',1
'955501130062077952',0
'953970013127565313',0
'373252519931428864',1
'270949407179034624',1
'252948139311517696',1
'281731906201088000',1
'953903087294537729',0
'105097713988812801',1
'949934061069459457',0
'325388252523663360',1
'952229545532379136',0
'953972115413323777',0
'952638161032794112',0
'952580020375040000',1
'309454620630081536',0
'955415542441152512',0
'306953075443257345',1
'952990146852458496',0
'230207850448814080',1
'343034010554990592',1
'234708789448810496',1
'948451301523886080',0
'953978079147429888',0
'370356129571680258',0
'949221768874680325',0
'352400748497211392',1
'313435628354281472',1
'375357315186429952',1
'953987919634751488',0
'955872197083615232',0
'372299936416927744',1
'954028833455460358',0
'234717352040738816',1
'953996037311684610',0
'955353492029362178',0
'334667688414687233',1
'130592051082432512',0
'953988992764186624',0
'214470642102304771',1
'953983147653369856',0
'220413659652964352',1
'953973544760864769',0
'311286467420909568',1
'347122982369497090',1
'954386720262377476',0
'955885185999962112',1
'219555766330327040',1
'336467448792506368',1
'195927747695087616',0
'950453946782572552',0
'376195626205474817',0
'280370214590349312',1
'352463316834205696',1
'336625772192206848',1
'953991476731613192',1
'247002107167780864',1
'208840684650762240',1
'212161091797651457',1
'953799571095805952',0
'953974615977668610',1
'948833358498451456',0
'283566054846914560',1
'954314320237735936',0
'953993786241241088',0
'947984431461093381',0
'955889818592006145',0
'952510691952427008',0
'354989599275229184',0
'325817600045105153',1
'955890234088218626',0
'346410175642603521',1
'198766176254443520',0
'370470907623784448',1
'337993553982681088',1
'956036377430327297',0
'370447345910956032',0
'208877933765464064',1
'955804554662162433',0
'373832958194753536',1
'323414525405720576',0
'339824298770436098',1
'274212199822671872',1
'275725951608946688',1
'225412077957824512',1
'955874203349274624',0
'955498712716935168',0
'325354946293813250',1
'342271462343835650',1
'955843909191643136',0
'330296651988234240',1
'324906838342647808',0
'955944126687694848',0
'955862679041839107',0
'949569999986978817',0
'334556026571460608',1
'216923820550914048',1
'305014054282465280',1
'955411834911252480',0
'234053603399200768',1
'362138557709680641',0
'344446425138077696',1
'955937515239890945',0
'953578020400398336',0
'239034823765803010',1
'305805520139333633',1
'292743034536333312',1
'955792911895023616',0
'317262670116048896',1
'217338698482724864',1
'349990931996479489',1
'955445374331899904',1
'329944385703800832',1
'953978394152226817',0
'353591656311824384',1
'955923618399211521',0
'197024711761346560',1
'182358120138424321',1
'955758356777627649',0
'955232157580058624',0
'955816697725845504',1
'953679243258552320',1
'259642172494712833',1
'309767819837456385',1
'955410903020785666',0
'952314824012288001',0
'955409410733625345',0
'345129963986489345',1
'219129086629515264',1
'938776218920505344',0
'367376215801610240',1
'952307739765723137',1
'939289749159858176',1
'953975072905203712',0
'232458996504743936',1
'205934157187137536',1
'955870102196572160',0
'947491003140857856',0
'953828864878358528',0
'953977289347301379',0
'953991670546092033',0
'953988369511575552',0
'955903495948955655',0
'953938049918005249',0
'955896292449882117',0
'948671273210728448',0
'955415890736148480',0
'955408560233512960',0
'219128854567059457',1
'954435721519083520',0
'948456703850409984',0
'949313294673809409',0
'955212939727863814',0
'351310556415803394',1
'952670521598074882',0
'348468736954597376',1
'946516186539360257',0
'955473632687476738',1
'340149580656156673',1
'130616571864420352',0
'953987912584105989',0
'950808052973887494',0
'216899331930853376',1
'955893690622468098',1
'953972498378493954',1
'955405691296124930',0
'370542853069357056',0
'956036091739557889',0
'953975232234221568',0
'373351079443824640',1
'307054380748795904',1
'346326859908272130',1
'266149627013767169',1
'955935182741299200',0
'287959669400543232',1
'953974943418671104',0
'276459246797869057',1
'334556026571460608',1
'352191676334358528',1
'290991141019590656',1
'953924466760822784',0
'955062380588802050',1
'216633649154625536',1
'220393544274292737',1
'256071936709361664',1
'947573958773280768',0
'953979034781745152',0
'359665944487931904',1
'105041852390055936',1
'275290000801816576',1
'278981264063729664',0
'950398794654539776',0
'955895226069061632',0
'955932559686492163',0
'266222231124865024',1
'956021457598976001',1
'950466790915825664',0
'955528297114456064',0
'955929288854921216',0
'947433183515201536',0
'955134152310796289',1
'953944162491162624',0
'102730201737338880',1
'953991644742864896',1
'221606420779499520',1
'323821440942108672',1
'343841723115515904',1
'353644077151027200',1
'954801891837227008',0
'351942085508734977',1
'955701941887275008',0
'324270006210801665',1
'358076258954915842',0
'955938115738394624',0
'335516092623618048',1
'953971993241518081',0
'953556103492788224',0
'350411090695430144',1
'952583974773317632',0
'187643297286721536',1
'270683874797944833',1
'346000072871399424',1
'208908896381845505',1
'219129587517501440',1
'351340513439383552',1
'217220830462099456',1
'193508143626596353',0
'955932261110763526',0
'246223021084393472',1
'955896251995840512',1
'371707136834674688',1
'952964050907885568',1
'277740787272384512',1
'953995265459085312',0
'955213294817697793',0
'225141132089245697',1
'336569049720958976',1
'953984594600218624',0
'375755789865988096',1
'352173829784743936',1
'955413232591753216',0
'360886364478242816',1
'227866730104492033',1
'335487338228613120',1
'954336163753594880',0
'955609319080386561',0
'319687938705326080',1
'954316264154988544',1
'948652794021629953',0
'948480877830529024',1
'369543588255772672',1
'220106308731420672',1
'953989319701729280',0
'953871051137699841',0
'953016208634404865',0
'954989533413724160',0
'955888704933031936',0
'370219754034049024',1
'227468857328148481',1
'955894116558270464',0
'948512073855717376',0
'305823408413888512',1
'948587876064923649',1
'953976246039404545',1
'358076522290098176',0
'944280468219944960',0
'339740291336638464',1
'298435254673350656',1
'953977775945330689',0
'235348877220384768',1
'279759865323323392',0
'953309753677053952',0
'953992928191500288',0
'953978194591350784',0
'953973211691208704',0
'948146996887597056',0
'274249739275485185',1
'195860032125018112',1
'953973043973558274',0
'955351171589443584',1
'360789433659822080',1
'255718257531682816',1
'954727213638803456',0
'352176156243533824',0
'955127591312257024',0
'955756593861165057',0
'952917832894959617',0
'305334122702843905',1
'353743127238033408',0
'277490419246452736',1
'950305386736832512',1
'955883195559563264',1
'313645594621132802',1
'360759326253649920',1
'956032962776174592',0
'358766394126516225',0
'954299900593876997',0
'952813856346267648',0
'955888813544525824',1
'161612842229956608',0
'954679130070634496',0
'174827620305879040',1
'296354695046373377',1
'290937499465949189',1
'352828316199301124',1
'293355195436523520',1
'953994306628608001',0
'352888763308974081',1
'344177765404270592',1
'305824834238160896',1
'375001019425763328',1
'348434978478120960',1
'377395606823899136',0
'953991110678011904',0
'249696333781405696',1
'953945159519129600',0
'955409300981153794',0
'223493830857596928',1
'352087706270056449',1
'274280899061899264',1
'955139110292860941',1
'370163901528563712',0
'953809844779323392',0
'275712734438506496',1
'344159053552959488',1
'137032253975969792',1
'331677968726380544',1
'350706520629063682',1
'953445207365836806',1
'216894597689917441',0
'295680606489149442',1
'954278137617174528',0
'955120938089156608',0
'948433744846729217',0
'952622167665061888',0
'955440438080503809',0
'952253690760511495',0
'206199916828172290',1
'323657172892393473',0
'205047246365003776',0
'952817737440604160',0
'954842071428419585',0
'955180520031375361',1
'341292352826134528',1
'953750470723596290',0
'219129234734596096',1
'954857469200814080',0
'955131930097446912',1
'953980925737623552',0
'169793207180341248',1
