tweet_id,label
'948760974571589634',1
'953931002660888576',0
'953857081236512769',0
'305835597086478336',1
'953875915188199424',0
'953767172068831234',0
'952818014432518145',0
'942309805913452544',0
'275301914705526784',0
'374167060156522496',1
'826141792252862464',1
'941729066826297344',0
'953934706248224769',0
'955631703434956801',1
'952554733897703429',0
'350345730533228545',1
'954775178185191425',0
'955979149000302603',0
'950645742342991872',0
'385533226183557121',1
'370120016915476480',1
'953740006815948801',0
'955918467999420417',1
'950684285547278336',0
'335367128427425793',1
'626750973428563970',1
'952314824012288001',0
'283532503191527424',1
'955387080980553730',0
'257429442090135552',1
'375240662662516736',1
'955876388741042177',0
'340021538575241216',1
'952906763287883776',0
'473897587515211780',1
'955878134137741312',0
'487007118063439872',1
'318313496888619011',1
'571676603501191168',1
'336467448792506368',1
'151742093474267136',1
'955447002908774401',0
'325216793473998848',1
'214811661066973185',1
'455794004832301057',1
'386573338715652097',1
'384690011318128642',1
'955978076353114113',0
'955880405219102721',0
'370486010741673984',0
'947566638379012097',0
'360858987098423297',1
'952656962084360192',0
'305278079364919296',1
'955328566467747840',0
'471746916779188224',1
'369577642628243456',1
'955823367524962304',0
'295741114890199041',1
'955851320208117760',0
'756685464820744192',1
'953990967962554369',0
'205314432241377281',0
'218557521353383936',0
'953974623191949317',0
'953989822116388864',0
'217383355015106561',1
'955912962988011533',0
'313084196019118083',1
'341623041089998848',1
'350706520629063682',1
'231328291112484865',1
'423220743854256128',1
'951935433751060480',0
'597465663544897537',1
'949392119726247937',0
'953385743140958208',0
'376811630115692545',1
'952052085977165824',0
'619187598980984832',1
'275301914705526784',1
'955775698421059585',0
'217383210441646080',1
'950343697505423360',0
'621613253219606528',1
'384830975043465216',1
'554216190923792384',1
'239704543556931584',1
'217007147551162368',1
'167706468827672577',1
'923609065103745024',1
'181845916284764162',1
'272670716300759041',1
'217151238213607424',1
'160340297753178113',1
'297822611851862017',1
'486238886709190656',1
'239034823765803010',1
'208841024641056768',1
'951000885471186944',0
'955407675151527936',0
'317971874799837184',0
'416170501065945088',1
'955571422021251073',1
'293428268638539776',1
'953991514081906689',0
'953891418044616706',0
'375566358517252096',1
'953925362743947264',0
'226119576180645888',1
'950398794654539776',0
'257124556010049536',1
'373533318324568064',1
'955878073412603904',0
'956098599733035008',0
'943863973199466496',0
'955887045934755840',0
'955813143309115392',0
'471744665750753280',1
'568168760118525952',1
'946660667720859648',0
'335483616429752321',1
'371186856895184896',1
'403580935360090112',1
'954010993012723712',0
'702148977261748226',1
'334638506565591040',1
'949705317700468736',0
'886622143122898944',1
'352087706270056449',1
'953990836953538560',0
'339021550709776384',1
'949446074909052934',0
'863044339995488256',1
'951270240448589826',0
'778948652639420417',1
'317121972154810368',1
'274219527485657088',1
'948512073855717376',0
'339432495110057984',1
'953968192719851520',0
'227342594538098688',1
'421453480696377344',1
'954827549930086400',0
'944538209081610241',0
'365087811092754432',1
'855114650119286785',1
'955903219632361473',0
'358683351265198081',1
'574493985638645760',1
'954720519361843200',0
'363102345376186368',0
'367611796988776448',0
'955930915376640001',0
'955835386089148416',0
'535838278998441984',1
'306699424795615232',1
'352750678432677889',1
'955341771336138752',0
'955811949534699520',0
'953990281459916800',0
'354648870707400704',1
'955080084435718146',0
'655125007941570560',1
'188654560426987520',1
'953928796780007424',0
'955947934964699141',0
'351943426838769664',0
'948271689145704450',0
'846847587625963520',1
'369366830097248256',1
'200701016138715136',1
'234028061501308929',1
'209973572184178688',1
'952436985196621824',0
'955403256024436736',0
'953909628542308352',0
'955731311045459968',0
'955407535380553728',0
'953936256521723904',0
'152445923878907904',1
'953985452280860676',0
'313397209708236800',1
'955501659098107904',0
'428153498946273280',1
'668417348366372865',1
'955893221510598656',0
'254671826666528769',1
'228805170883080192',1
'941754226803380229',0
'953995902594764801',0
'946355083033432069',0
'236314526180573184',1
'216894597689917441',0
'955423290541133825',0
'359413609903820800',1
'952091441106317314',0
'339152010584653824',1
'280946487406501888',1
'164834031408648192',1
'947552451049279489',0
'222020490687029248',1
'339739427247099906',1
'955224418401300485',0
'955266316046348289',0
'754224882381103104',1
'374320237144862720',1
'231083712677281793',1
'954822275798306816',0
'938627065783431170',0
'943733451366260736',0
'955886638839812096',0
'947496022023946242',0
'953978814450864130',0
'241661404069896192',1
'947203004104630272',0
'350037803029118978',1
'948582673915801600',0
'923298524866867201',1
'555264862922608640',1
'953946494679371776',0
'187830261822668801',0
'271997348484362240',1
'954043919142150144',0
'294964272038027264',1
'953913383933370368',0
'954843898672754688',0
'442636672379793408',1
'946081252989394953',0
'577795762479898624',1
'305063094114193409',1
'945684629033504768',0
'370334771252969472',1
'515103937385758720',1
'339459634786099202',1
'612180832695009280',1
'224770650382925824',1
'160521195769442304',1
'955851313442643968',0
'955901180911157248',0
'554392564816560128',1
'571210044450021376',1
'950816078988496896',0
'950414483800969216',0
'358076258954915842',0
'953973341202853888',0
'219561230975766529',1
'954856216462856193',0
'364700762216992769',1
'953994123039604736',0
'350014371407216640',1
'268794233224306688',1
'352523899994505219',1
'953741893426405376',0
'955369205578256384',0
'243091188159225856',1
'360829269389225984',1
'385511478780252160',1
'217382766239690754',1
'213392638961922048',0
'259872417575493632',1
'209208990243106816',1
'605019859244556289',1
'393821018051317761',1
'352110321533599744',1
'270513157708070915',1
'299603135733846017',1
'324531796773580800',1
'797225765809045504',1
'584697002707017728',1
'948512264386240512',0
'363779595348090880',1
'944721486853672961',1
'463241226494685184',1
'213706238586929152',1
'337303226187649024',1
'350578315314216960',1
'227741355747733504',1
'955579735551209474',0
'954818479030448128',0
'333175318363910144',1
'502288230306156544',1
'241905404878131200',1
'210841534361387010',0
'948624537893113857',0
'953985828958752768',0
'909005773606354946',1
'353627057072246784',1
'342166722469572608',1
'341640041694654464',1
'190230187068227585',1
'267272615599677442',0
'955786049732710400',0
'442469227371720704',1
'234754451754336256',1
'271697946439979008',1
'953044613497065478',0
'953974843380248576',0
'951503997126488065',0
'955432477216198656',0
'208845973173186561',1
'955750307727925249',0
'955924343128838144',0
'954755930717028359',0
'315857882048520192',1
'332955354944122881',1
'952549374491537408',0
'955401578701377536',0
'955895648167047168',0
'951514652038651905',0
'955863152029151232',0
'955732684558487552',0
'948577580155850752',0
'954657435834236928',0
'208857839916154881',1
'423857255654498304',1
'949579160170696704',0
'259268294748553217',1
'149423426174586880',1
'951499910012133378',0
'214470642102304771',1
'919454527543066625',1
'350006424593637376',1
'744163974841831424',1
'335831087093792768',1
'956093937105678336',1
'955924816200126466',0
'349995189579952128',1
'349991154533670912',1
'953857197582110720',0
'337303226187649024',1
'564428510404427776',1
'955455096770441217',0
'282513859317751809',1
'344534597851287553',1
'338663872263233539',0
'334069700998868992',1
'955894350084476928',1
'303469238058876928',1
'303178405015339009',1
'954332665024516096',0
'425276020774944768',1
'955880367864582144',0
'352359317766279168',1
'306131962307960833',1
'955375339970146304',0
'260683006916837376',1
'209365992629993473',1
'361607813090385920',1
'318746907629461505',1
'953946506926673920',0
'352078202438553603',0
'955169369058873344',0
'955909944770998274',0
'396398669471420416',1
'955927991976112130',0
'368377917929033728',1
'294988457229570049',1
'955712593695567872',0
'956036377430327297',0
'950547848483000320',0
'953886276746469376',0
'955178141399552002',0
'434675683688587264',1
'572990613685063680',1
'233031568422232064',1
'953920588921401345',0
'955882505114177541',0
'713716546770771968',1
'955065350961340416',0
'953908086372093952',0
'946791090006429696',0
'298916499597447169',1
'369389315865845761',1
'866268113704288257',1
'954511643593072640',0
'177097446881636353',1
'492426507693096962',1
'429665540182134784',1
'317971874799837184',1
'472506584741195776',1
'347421650645553154',1
'207556998059925506',1
'954512472257556480',0
'335346657166229505',0
'941158124618121216',1
'952283147437268993',1
'297822611851862017',1
'330536770850672640',1
'341803301957943297',1
'200657826081800192',1
'492694709681131520',1
'953955397873913856',0
'365188568324382720',1
'489523090657792000',1
'792027728430137345',1
'370913382901100545',1
'487733010792329216',1
'352428224766148608',1
'353778029702557696',1
'480348400999596033',1
'953964316251836416',0
'955007614408167426',0
'955554818147328000',0
'452053912842145793',1
'860257766681845760',1
'360394993053089794',1
'415096719819280384',1
'943855374691528706',1
'176175126046441474',1
'955898371084079104',1
'954790687236608000',0
'695165917324509184',1
'953257330891685888',0
'953697841624633344',1
'351885113455415297',1
'954953728821428226',1
'387019389889163265',1
'381555176274165760',1
'241905404878131200',1
'952367459130118145',0
'955180520031375361',1
'359665723754299392',1
'953928366163456000',0
'953447396171829248',0
'255269754678439936',1
'953966947716227074',0
'955911580155248640',1
'784470570180157443',1
'276706638793162752',1
'954878570932916224',0
'955774742895710208',0
'952535115305013248',0
'552243471075901441',1
'220672894454333440',0
'472005496539320321',1
'955877396409827328',0
'955412079904739329',0
'951764657827610624',0
'954717855391600642',0
'947479768412409858',0
'952931740192051204',0
'449639381826297857',1
'955348959026958336',0
'360437665398652929',1
'543130416694460419',1
'491040046691385344',1
'168038638054154243',1
'955856826804965376',0
'955892055863066625',0
'356957478128340992',1
'955927504539275265',0
'272236656474595328',1
'956099447481618432',0
'728257320652832768',1
'955423669035130881',0
'955560065032998915',0
'951779063307304961',0
'950513204286935041',0
'214837395042996226',1
'363097021256712192',1
'953750470723596290',0
'350021355443458048',1
'929951572859260928',1
'933197237445910528',1
'955896772777447425',0
'269193668492144640',1
'333187015053033472',1
'223106296935759872',0
'955781065683202049',0
'341636544286830595',1
'296696882724478976',1
'296905154446376960',1
'360692413381087232',1
'393852020072804352',1
'259239061817028608',0
'717756437305368576',1
'946947769343889409',0
'333175318363910144',1
'302068033038458880',1
'938777574242734081',0
'289357436530327553',1
'955883114160644096',1
'533528934768328705',1
'954639340679909376',1
'955404649238024192',0
'954196643137630208',0
'954053976139366400',1
'951662163080380418',0
'953792626578415616',0
'955505189083140097',0
'953742238600892416',0
'953978572590518272',1
'953747437256151040',0
'955340282924617728',0
'320030298949689344',1
'955441156829143042',0
'208833267904937985',1
'289223913219686400',1
'564795374582636544',1
'493764354723307520',1
'312324082353967104',1
'414434365330817024',1
'955408547109588994',0
'954977719934169088',0
'492430457519505409',1
'955415206775148544',0
'955923030269669376',0
'335711969296400384',1
'953991670546092033',0
'361438553898618880',1
'363091868453584897',1
'953418781782691841',0
'953906839418220544',0
'953744661218291713',0
'953375062765301760',0
'539434194695639041',1
'272238594930921472',1
'887470049279320064',1
'288009585829220352',1
'955896424801030144',0
'954311271091986432',0
'367345605363761152',1
'352522849979867138',1
'939980883930566656',1
'955894134274916352',0
'955910419914338306',0
'953926952792023040',0
'951755505088811008',0
'954547998960373761',0
'955395410805362688',0
'955412756928385024',0
'473934662281068544',1
'954743815788810241',0
'235076708259225601',1
'213346488204533761',1
'948778669178343424',0
'955876585181237248',0
'792092199806701568',1
'218257064483500032',1
'366288279630397440',1
'276470992287694848',1
'697101987922513921',1
'953988062463348737',0
'954121730586443781',0
'947343054628732929',0
'955635383714410497',0
'367376215801610240',1
'739534111312871424',1
'570663444573065216',1
'943590690881236993',0
'500197391686172672',1
'244291776653959168',1
'426011026635886592',1
'953377928116568064',0
'360790271149084673',1
'952580020375040000',1
'954468526798131202',0
'954987936470257664',0
'953794068148113414',0
'368085933519675392',1
'953866026906726400',0
'954536563790221313',0
'323456588604133377',1
'538238795024330752',1
'272237992565952512',1
'954998634709487616',0
'600361849264168962',1
'955864585386577920',0
'953970146221182976',0
'954714841486446592',0
'953950131388403713',0
'303504300905226240',1
'953994202001657856',0
'944448168074338304',1
'955420961716736001',0
'370447345910956032',1
'483567736274956288',1
'954652543921086464',1
'689477584103591936',1
'946392952288546817',1
'954430464235900928',0
'955549143593873409',0
'955428516375465984',0
'955105624156786688',0
'954466489041674242',1
'373592096495513600',1
'953975611185344512',0
'205339153414631424',1
'341677796411727872',1
'946098924678287361',0
'955873765291888640',0
'272070881696690176',1
'955874287302402050',0
'468794836917948417',1
'953355851179446273',0
'623530523470733312',1
'953984543689715712',0
'531051611519737856',1
'904042141151891457',1
'954519343940980736',0
'328061310690541568',1
'953976672834981888',0
'293334067678683137',0
'955321130239238144',0
'271949639937323009',1
'954949488359170048',0
'864828922185355264',1
'955201462279208961',0
'370911804433915904',1
'952456107536109568',0
'950336065063280641',0
'326880760005025792',1
'955874203349274624',0
'952134007097053184',0
'202873073970581504',1
'385511478780252160',1
'954278777345003520',0
'955869894532354048',0
'954413360258437121',0
'106884997146869761',1
'336530237770854400',1
'479113235199975425',1
'321285479125368832',1
'216288006695424000',1
'360076599477022721',1
'347122982369497090',1
'953718411523182598',0
'290409667090345984',1
'352828316199301124',1
'953969865332854784',1
'955869858591330304',0
'953910080256258049',0
'955925209328115718',0
'253156542726172674',1
'953951571901067264',0
'662276615926321152',1
'440026827026075648',1
'197061663084658688',1
'955336493207248897',0
'72552568773021696',1
'955888612096335872',0
'420887887790346240',1
'953983604996091904',0
'358736976502996994',1
'951528264132186113',0
'955910514546225153',0
'955891198903775232',0
'955855271846404097',0
'955361236304236544',0
'955822727742590977',0
'71293608996773888',1
'955151118841057280',1
'355667611452841984',0
'430471263577182208',1
'469370218129948672',1
'955899935022571520',0
'538621394141995008',1
'954280531537035264',0
'360208385494364162',1
'955828206447333376',0
'939882933128744960',0
'956086545202728960',0
'145637271377420289',1
'953344085024215041',1
'312937925916626945',1
'279877813845229569',0
'215235609663512578',1
'357813974085025793',1
'370156063020318720',1
'619323467834486785',1
'953663629731225600',0
'955584586754478080',0
'207469644955660288',1
'954361049725235201',0
'375319181639815168',1
'953806680176889856',0
'348434978478120960',1
'571573774216245248',1
'955891195020021760',0
'296384640023928833',1
'950733584234577921',0
'955053435509977088',0
'851074908960456704',1
'764221190026264576',1
'956016510715289600',0
'948574703811260416',0
'934143772778270721',1
'373926622594088960',1
'215211986206736385',1
'952300799010508800',0
'314756600873230336',0
'953929522340122624',0
'955795989042008064',0
'469359883008348160',1
'193508143626596353',0
'323657172892393473',1
'955907221321404416',0
'369493384282402817',1
'953988699859116032',0
'305866427280285696',1
'459012596616925184',1
'305816236556701696',1
'953996245378445313',0
'953989073915535361',0
'266222231124865024',1
'562670126835978242',1
'367376531888558080',1
'694792203718279168',1
'234677684322586625',1
'577412430227111937',1
'955814402791493632',1
'955877806138888192',1
'956004722107932673',0
'952856205109661696',0
'311481460320243712',1
'955460551819358208',0
'324220170522488832',0
'949669331322974208',0
'955479642349211649',0
'330536770850672640',1
'496614993455218689',1
'297023466975137792',1
'953761307274117120',0
'349632159205691392',1
'955609319080386561',0
'953973544760864769',0
'952539843896131585',0
'950470022538973186',0
'411144489680375809',1
'955880346851205120',0
'345380402648711169',0
'268856444240162818',1
'227590169363103744',1
'955278295674839040',0
'950822393961963525',1
'955892084115951617',0
'954445972997885959',1
'203491693876625408',1
'955161776856944640',0
'739105956236275712',1
'851540677603340288',1
'953758860728135680',0
'954351212744372224',0
'272198532860100608',1
'325720248974188547',1
'240038042843357184',0
'949301815677538305',1
'280375338440220672',0
'943253643591118848',0
'955566214889328641',0
'303816991494516737',1
'955417077514457088',0
'953103553022873600',0
'955535512353337344',0
'953988661015666690',0
'474296373110525952',1
'353627057072246784',1
'607301270387355648',1
'953980339692670981',0
'953285835172073472',0
'954448509889122306',0
'955272733260214272',0
'953814623815393281',0
'508275942637453312',1
'954988429271556096',0
'341232904183099392',1
'955365935195525120',0
'360076599477022721',1
'956068208410230784',0
'341213439517155328',1
'712378814253436928',1
'584101165404725248',1
'368172744858271744',1
'472873028939157504',1
'361085776026537984',1
'952671441639571461',0
'437706240924192768',1
'948778347068313605',0
'266033491806912512',1
'948521825167843329',0
'419963680726323200',1
'720253774326013952',1
'309300344041660416',1
'955614739845074944',0
'235079514626076673',1
'676548323088666625',1
'518710370262081536',1
'352045033588916225',1
'494365746999214080',1
'306373662917939202',1
'955727726748622849',0
'853908826738831360',1
'348167875632185345',0
'352191825110503424',1
'217108134722940928',1
'471358488468549632',1
'658703487069474821',1
'324531796773580800',1
'954690158238068737',0
'214418328826032128',1
'954856592507326464',0
'953970536807387136',0
'214102389525979139',1
'955472803276513280',0
'951883317984546816',0
'953903087294537729',0
'216776793682743296',1
'519628764473339904',1
'953459612149264385',0
'955919569478176769',0
'351940898659119106',1
'367425426169155585',1
'214563646100094976',0
'316557873725440000',1
